timestamp,route_id,stop_id
2025-01-01 08:00:03,R1,S1
2025-01-01 08:00:02,R1,S1
2025-01-01 08:00:28,R1,S1
2025-01-01 08:00:46,R1,S1
2025-01-01 08:00:47,R1,S1
2025-01-01 08:00:57,R1,S1
2025-01-01 08:00:28,R1,S1
2025-01-01 08:00:16,R1,S1
2025-01-01 08:00:31,R1,S1
2025-01-01 08:00:49,R1,S1
2025-01-01 08:00:50,R1,S1
2025-01-01 08:00:14,R1,S1
2025-01-01 08:00:40,R1,S1
2025-01-01 08:00:24,R1,S2
2025-01-01 08:00:33,R1,S2
2025-01-01 08:00:00,R1,S2
2025-01-01 08:00:31,R1,S2
2025-01-01 08:00:58,R1,S2
2025-01-01 08:00:35,R1,S2
2025-01-01 08:00:36,R1,S2
2025-01-01 08:00:05,R1,S2
2025-01-01 08:00:13,R1,S2
2025-01-01 08:00:05,R1,S2
2025-01-01 08:00:34,R1,S2
2025-01-01 08:00:31,R1,S2
2025-01-01 08:00:03,R1,S2
2025-01-01 08:00:47,R1,S2
2025-01-01 08:00:09,R1,S3
2025-01-01 08:00:37,R1,S3
2025-01-01 08:00:09,R1,S3
2025-01-01 08:00:46,R1,S3
2025-01-01 08:00:50,R1,S3
2025-01-01 08:00:30,R1,S3
2025-01-01 08:00:36,R1,S3
2025-01-01 08:00:51,R1,S3
2025-01-01 08:00:06,R1,S3
2025-01-01 08:00:22,R1,S3
2025-01-01 08:00:13,R1,S3
2025-01-01 08:00:37,R1,S3
2025-01-01 08:00:22,R1,S3
2025-01-01 08:00:24,R1,S3
2025-01-01 08:00:51,R1,S3
2025-01-01 08:00:42,R1,S3
2025-01-01 08:00:58,R1,S3
2025-01-01 08:00:52,R1,S4
2025-01-01 08:00:36,R1,S4
2025-01-01 08:00:13,R1,S4
2025-01-01 08:00:49,R1,S4
2025-01-01 08:00:26,R1,S4
2025-01-01 08:00:58,R1,S4
2025-01-01 08:00:15,R1,S4
2025-01-01 08:00:11,R1,S4
2025-01-01 08:00:23,R1,S4
